Question,Answer,File,URL
Which indigenous nations’ traditional territories are the SFU campuses located on?  ,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
How does SFU acknowledge the indigenous peoples on whose territories its campuses reside?  ,"Simon Fraser University respectfully acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples on whose unceded traditional territories our three campuses reside.",0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
What kind of support does the Indigenous Recruitment team provide to prospective students?  ,The Indigenous Recruitment team helps connect prospective students with various supports and resources throughout their time at SFU.,0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
How can I find out more about SFU’s Indigenous student recruitment programs?  ,You can learn more by contacting the Indigenous Student Recruitment Liaison Coordinator at indigenous_students@sfu.ca.,0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
What policies and conditions are mentioned at the bottom of the webpage?,"Terms & Conditions  
Privacy policy",0_6_1_1_13,http://www.sfu.ca/students/indigenous/programs-and-resources/indigenous-recruitment.html
Where can I find the most up-to-date information on Financial Aid for Indigenous Students attending SFU?  ,Financial Aid.,0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
How can I contact the Financial Aid office at SFU?  ,"Email: faa_isc@sfu.ca  
Phone: 778.782.3028",0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
When are the monthly drop-in hours for Indigenous Student Life Coordinators at the AQ 2002 location in Burnaby?  ,Thursdays (monthly) from 1:00pm to 2:00pm,0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
What are the monthly hours for the Indigenous Student Life Coordinators at SRYC 5300 in Surrey?  ,1:30pm to 2:30pm,0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
Where can I learn more about bursaries and scholarships for Aboriginal post-secondary students at SFU?  ,"You can learn more through the provided links related to bursaries and scholarships aimed at Aboriginal post-secondary students, and by contacting Rachel Dawson at adta@sfu.ca or Stephanie Santoso at gradawards@sfu.ca.",0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
Who should I contact for questions regarding scholarships and awards at SFU?  ,"Rachel Dawson, Associate Director, Training and Awards (adta@sfu.ca)  
Stephanie Santoso, Graduate Awards Manager (gradawards@sfu.ca)",0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
How can I reach Rachel Dawson regarding training and awards?  ,You can contact Rachel Dawson at adta@sfu.ca.,0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
Who is the Graduate Awards Manager I can contact for scholarship-related questions?  ,Stephanie Santoso,0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
How do I access Emergency Funding options for Indigenous students at SFU?  ,Contact any one of the Indigenous Student Life Coordinators at the ISC.,0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
Who are the Indigenous Student Life Coordinators and how can I contact them?  ,The Indigenous Student Life Coordinators are the individuals you can contact to access Emergency Funding options offered by SFU.,0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
What is the physical address of SFU’s Burnaby campus?  ,"8888 University Drive, Burnaby, B.C., Canada V5A 1S6",0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
Which Indigenous peoples’ traditional territories does SFU acknowledge on its campuses?  ,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
What are the terms and conditions or privacy policies related to SFU’s financial aid and scholarships?,The terms and conditions and privacy policies related to SFU’s financial aid and scholarships are outlined in the Terms & Conditions and Privacy Policy sections of their website.,0_11,https://www.sfu.ca/students/indigenous/programs-and-resources/finances.html
What is the primary mission of the First Nations Health Authority (FNHA)?,The FNHA works to reform the way health care is delivered to BC First Nations through direct services and collaboration with provincial partners.,0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
How does FNHA demonstrate its commitment to supporting Indigenous communities and promoting diversity in the workplace?,"The FNHA demonstrates its commitment by serving over 200 diverse First Nations communities and citizens across BC, championing culturally safe practices throughout the broader health care system, embedding cultural safety and humility into health service delivery, and fostering a work culture based on respect, lateral kindness, and First Nations teachings. They support Indigenous employees' leadership and wellness development through culturally infused orientation programs, performance partnerships, and various cultural practices and supports such as smudging ceremonies, Monday prayers, and community partnerships.",0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
How many First Nations communities and individuals does FNHA serve across BC?,Over 200 communities and citizens,0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
What practices does FNHA champion to ensure culturally safe health care?,"FNHA champions culturally safe practices throughout the broader health care system by actively working with health partners to embed cultural safety and humility into health service delivery and improve health outcomes for First Nations people. They incorporate First Nations teachings into their holistic approach to wellness, support their staff with cultural practices such as smudging ceremonies and opening the work week with prayers and singing the Coast Salish anthem, and promote cultural safety and humility through training programs like the San’yas Indigenous Cultural Safety Training Program and a community of practice dedicated to these values.",0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
In what ways does FNHA incorporate First Nations teachings into its work culture and wellness initiatives?,"The FNHA incorporates First Nations teachings into its work culture and wellness initiatives by adopting a holistic approach to wellness based on First Nations teachings, embedding cultural practices such as opening the work week with a Monday morning prayer and singing the Coast Salish anthem, and supporting cultural ceremonies like smudging. The organization also provides cultural experiences through its orientation program, collaborates with knowledge keepers for mindful Mondays, and partners with First Nations cultural societies to foster a culturally safe environment.",0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
What programs does FNHA offer for Indigenous students interested in health care careers?,"Raising the Canoe, FNHA’s First Nations Student Program  
Firekeepers, FNHA’s First Nations New Grad Program",0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
Can you describe the Raising the Canoe program and its objectives?,"The Raising the Canoe program provides First Nations students exposure to health care while supporting their personal and professional growth. It aims to match a student’s education, skills, career interests, and goals with available opportunities.",0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
"What is the Firekeepers program, and what opportunities does it provide for new graduates?","The Firekeepers program is FNHA’s First Nations New Grad Program, which provides entry-level (non-clinical) professional developmental positions. It offers opportunities for new graduates to grow and strengthen their leadership skills and understanding of the First Nations Health Authority and other major functional areas through a detailed one-year development plan that includes shadowing, hands-on learning, and more. The program starts in September and May of each year.",0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
Are applications for FNHA’s Indigenous student programs accepted year-round?,Yes.,0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
"What types of skills, qualifications, or backgrounds does FNHA seek in potential Indigenous candidates?","We hire individuals from a wide variety of backgrounds, including health care, IT, project management, human resources, communications, strategic policy and many more.",0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
"What mentorship, training, or professional development programs does FNHA offer to support Indigenous employees?","Our orientation program is a unique cultural experience, complemented by other cultural practices and supports that are embedded in our day-to-day work that help inform our work culture. These include opening the work week with a Monday morning prayer and singing the Coast Salish anthem, mindful Mondays with and knowledge keeper, Tsow-Tun-Le-Lum Society provides services to all FNHA employees, smudging ceremonies, our annual Family Gathering and support through partnerships with First Nations cultural societies. At the FNHA, employees and direct supervisors co-create goals, aligning personal strengths to department and organizational goals through our performance partnerships. This is used instead of an assessment model. Performance Partnerships are an opportunity for all staff to set a learning plan and wellness plan for the year ahead. Additional professional development includes: First Nations Career Partner, LinkedIn Learning account, San’yas Indigenous Cultural Safety Training Program, Respect in the workplace, and Cultural Safety & Humility community of practice.",0_38,https://www.sfu.ca/students/indigenous/programs-and-resources/careers-and-volunteer-services/ISCCareerWorkshops/first-nations-health-authority.html
